time,q1,q2,q3,q4,q5,q6,q7,dq1,dq2,dq3,dq4,dq5,dq6,dq7,ddq1,ddq2,ddq3,ddq4,ddq5,ddq6,ddq7
1.1300000000000001,0.08611157453970933,-0.11071488155105486,0.06150826752836381,-1.5408735587465165,0.04920661402269105,1.6107148815510548,0.8138884254602907,0.21140119943459493,-0.2718015421301935,0.15100085673899638,-0.24764140505195414,0.12080068539119711,0.2718015421301935,-0.21140119943459493,0.22209581313936883,-0.2855517597506171,0.1586398665281206,-0.26016938110611787,0.1269118932224965,0.28555175975061703,-0.22209581313936883
1.1400000000000001,0.08823661670656005,-0.11344707862272008,0.06302615479040004,-1.543362893856256,0.05042092383232003,1.61344707862272,0.81176338329344,0.21359972226133322,-0.2746282143359999,0.1525712301866666,-0.25021681750613334,0.12205698414933329,0.2746282143359999,-0.21359972226133322,0.21758885119999996,-0.27975709439999996,0.155420608,-0.2548897971200001,0.1243364864,0.27975709439999996,-0.21758885119999996
1.1500000000000001,0.0903834167741912,-0.11620725013824584,0.06455958341013658,-1.5458777167926239,0.05164766672810927,1.6162072501382458,0.8096165832258089,0.2157525827260516,-0.2773961777906378,0.15410898766146544,-0.25273873976480343,0.12328719012917236,0.27739617779063774,-0.2157525827260516,0.21296377143347045,-0.2738105632716049,0.15211697959533604,-0.2494718465363512,0.12169358367626884,0.27381056327160486,-0.21296377143347045
1.16,0.09255151225640151,-0.11899480147251623,0.0661082230402868,-1.5484174857860704,0.052886578432229436,1.6189948014725162,0.8074484877435986,0.21785861266740547,-0.2801039305723785,0.1556132947624325,-0.2552058034103894,0.124490635809946,0.2801039305723785,-0.21785861266740547,0.20822318676982157,-0.2677155258469135,0.1487308476927297,-0.2439185902160768,0.11898467815418377,0.26771552584691344,-0.20822318676982157
1.17,0.09474042911696998,-0.12180912315038997,0.06767173508354998,-1.550981645537022,0.054137388066839987,1.62180912315039,0.80525957088303,0.21991667033700008,-0.28275000471900014,0.15708333595500007,-0.2576166709662002,0.12566666876400007,0.2827500047190001,-0.21991667033700008,0.2033697666000001,-0.26147541420000014,0.14526411900000008,-0.2382331551600002,0.11621129520000006,0.26147541420000014,-0.2033697666000001
1.18,0.09694968203658243,-0.1246495911898917,0.06924977288327316,-1.553569627528568,0.05539981830661853,1.6246495911898917,0.8030503179634176,0.22192564095593212,-0.2853329669433413,0.15851831496852295,-0.25997003654837775,0.12681465197481837,0.28533296694334126,-0.22192564095593212,0.1984062351626894,-0.25509373092345783,0.141718739401921,-0.23241873261915053,0.11337499152153681,0.2550937309234578,-0.1984062351626894
1.19,0.09917877468524135,-0.12751556745245318,0.07084198191802954,-1.5561808503455685,0.056673585534423636,1.627515567452453,0.8008212253147586,0.22388443725520402,-0.2878514193281195,0.1599174551822886,-0.2622646264989534,0.1279339641458309,0.2878514193281194,-0.22388443725520402,0.1933353699311381,-0.2485740470543204,0.13809669280795578,-0.22647857620504755,0.11047735424636462,0.24857404705432037,-0.1933353699311381
1.2,0.1014272,-0.1304064,0.072448,-1.55881472,0.0579584,1.6304064,0.7985728000000001,0.22579200000000021,-0.29030400000000034,0.16128000000000017,-0.2644992000000004,0.12902400000000014,0.2903040000000003,-0.22579200000000021,0.18815999999999977,-0.24191999999999975,0.13439999999999985,-0.22041599999999983,0.1075199999999999,0.24191999999999972,-0.18815999999999977
1.21,0.10369444046785857,-0.13332142345867531,0.07406745747704184,-1.5614706302623487,0.059253965981633475,1.6333214234586753,0.7963055595321414,0.22764729849783744,-0.2926893837829339,0.16260521321274105,-0.2666725496688954,0.13008417057019284,0.29268938378293385,-0.22764729849783744,0.18288300447215358,-0.23513529146419748,0.1306307174801097,-0.21423437666738,0.10450457398408777,0.23513529146419745,-0.18288300447215358
1.22,0.10597996841366067,-0.1362599593889923,0.07569997743832906,-1.5641479629988597,0.06055998195066325,1.6362599593889924,0.7940200315863394,0.22944933109058252,-0.295006282830749,0.1638923793504161,-0.2687835021346825,0.1311139034803329,0.2950062828307489,-0.22944933109058252,0.17750731084554194,-0.22822368537283966,0.12679093631824426,-0.20793713556192064,0.10143274905459541,0.22822368537283963,-0.17750731084554194
1.23,0.10828324629283004,-0.13922131666221005,0.07734517592345003,-1.566846088514458,0.06187614073876002,1.63922131666221,0.79171675370717,0.23119712563033323,-0.29725344723899993,0.16514080402166662,-0.2708309185955333,0.1321126432173333,0.2972534472389999,-0.23119712563033323,0.17203589340000044,-0.2211890058000006,0.12288278100000033,-0.2015277608400006,0.09830622480000027,0.22118900580000056,-0.17203589340000044
1.24,0.11060372698878473,-0.14220479184272325,0.07900266213484625,-1.5695643659011478,0.063202129707877,1.6422047918427232,0.7893962730112153,0.23288973993917525,-0.2994296656360825,0.16634981424226805,-0.2728136953573197,0.13307985139381445,0.2994296656360825,-0.23288973993917525,0.16647177158408755,-0.21403513489382683,0.11890840827434825,-0.1950097895699312,0.0951267266194786,0.21403513489382683,-0.16647177158408755
1.25,0.11294085411486915,-0.14520966957626036,0.08067203865347797,-1.572302143391704,0.06453763092278238,1.6452096695762604,0.7870591458851308,0.23452626225280068,-0.3015337657536009,0.1675187587520005,-0.2747307643532809,0.1340150070016004,0.30153376575360086,-0.23452626225280068,0.16081800840192004,-0.20676601080246862,0.11487000600137146,-0.18838680984224926,0.09189600480109716,0.2067660108024686,-0.16081800840192004
