time,q1,q2,q3,q4,q5,q6,q7,dq1,dq2,dq3,dq4,dq5,dq6,dq7,ddq1,ddq2,ddq3,ddq4,ddq5,ddq6,ddq7
0.0,0.0,0.0,0.0,-1.44,0.0,1.5,0.9,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.20740740740740737,-0.26666666666666666,0.14814814814814814,-0.24296296296296305,0.11851851851851852,0.2666666666666666,-0.20740740740740737
0.01,1.0370370370370372e-05,-1.3333333333333335e-05,7.407407407407408e-06,-1.440012148148148,5.925925925925927e-06,1.5000133333333334,0.8999896296296297,0.0020740740740740737,-0.0026666666666666666,0.0014814814814814814,-0.0024296296296296305,0.0011851851851851852,0.002666666666666666,-0.0020740740740740737,0.20740740740740737,-0.26666666666666666,0.14814814814814814,-0.24296296296296305,0.11851851851851852,0.2666666666666666,-0.20740740740740737
0.02,4.148148148148149e-05,-5.333333333333334e-05,2.9629629629629633e-05,-1.4400485925925925,2.3703703703703707e-05,1.5000533333333332,0.8999585185185185,0.004148148148148147,-0.005333333333333333,0.002962962962962963,-0.004859259259259261,0.0023703703703703703,0.005333333333333332,-0.004148148148148147,0.20740740740740737,-0.26666666666666666,0.14814814814814814,-0.24296296296296305,0.11851851851851852,0.2666666666666666,-0.20740740740740737
0.03,9.333333333333333e-05,-0.00012,6.666666666666667e-05,-1.4401093333333332,5.333333333333334e-05,1.50012,0.8999066666666667,0.006222222222222222,-0.008,0.0044444444444444444,-0.007288888888888892,0.0035555555555555557,0.007999999999999998,-0.006222222222222222,0.20740740740740737,-0.26666666666666666,0.14814814814814814,-0.24296296296296305,0.11851851851851852,0.2666666666666666,-0.20740740740740737
0.04,0.00016592592592592595,-0.00021333333333333336,0.00011851851851851853,-1.4401943703703703,9.481481481481483e-05,1.5002133333333334,0.8998340740740741,0.008296296296296295,-0.010666666666666666,0.005925925925925926,-0.009718518518518522,0.004740740740740741,0.010666666666666665,-0.008296296296296295,0.20740740740740737,-0.26666666666666666,0.14814814814814814,-0.24296296296296305,0.11851851851851852,0.2666666666666666,-0.20740740740740737
0.05,0.0002592592592592592,-0.0003333333333333333,0.00018518518518518518,-1.4403037037037036,0.00014814814814814815,1.5003333333333333,0.8997407407407407,0.010370370370370368,-0.013333333333333332,0.007407407407407407,-0.012148148148148151,0.005925925925925926,0.01333333333333333,-0.010370370370370368,0.20740740740740737,-0.26666666666666666,0.14814814814814814,-0.24296296296296305,0.11851851851851852,0.2666666666666666,-0.20740740740740737
0.06,0.0003733333333333333,-0.00048,0.0002666666666666667,-1.4404373333333333,0.00021333333333333336,1.50048,0.8996266666666667,0.012444444444444444,-0.016,0.008888888888888889,-0.014577777777777783,0.0071111111111111115,0.015999999999999997,-0.012444444444444444,0.20740740740740737,-0.26666666666666666,0.14814814814814814,-0.24296296296296305,0.11851851851851852,0.2666666666666666,-0.20740740740740737
0.07,0.0005081481481481482,-0.0006533333333333333,0.000362962962962963,-1.4405952592592592,0.0002903703703703704,1.5006533333333334,0.8994918518518519,0.014518518518518517,-0.018666666666666668,0.01037037037037037,-0.017007407407407412,0.008296296296296296,0.018666666666666665,-0.014518518518518517,0.20740740740740737,-0.26666666666666666,0.14814814814814814,-0.24296296296296305,0.11851851851851852,0.2666666666666666,-0.20740740740740737
0.08,0.0006637037037037038,-0.0008533333333333334,0.00047407407407407413,-1.4407774814814813,0.0003792592592592593,1.5008533333333334,0.8993362962962963,0.01659259259259259,-0.021333333333333333,0.011851851851851851,-0.019437037037037044,0.009481481481481481,0.02133333333333333,-0.01659259259259259,0.20740740740740737,-0.26666666666666666,0.14814814814814814,-0.24296296296296305,0.11851851851851852,0.2666666666666666,-0.20740740740740737
0.09,0.0008399999999999999,-0.00108,0.0006,-1.440984,0.00047999999999999996,1.50108,0.8991600000000001,0.01866666666666666,-0.023999999999999997,0.01333333333333333,-0.02186666666666667,0.010666666666666665,0.023999999999999994,-0.01866666666666666,0.20740740740740737,-0.26666666666666666,0.14814814814814814,-0.24296296296296305,0.11851851851851852,0.2666666666666666,-0.20740740740740737
